Date,Close,High,Low,Open,Volume,MA8,MA21,MA45,MA100,MA200,EMA8,EMA21,EMA45,EMA100,EMA200,VWAP,RSI,BB_Mid,BB_Upper,BB_Lower,PP,S1,R1,S2,R2
2024-12-04 15:35:00+00:00,606.0399780273438,606.2999877929688,605.9400024414062,605.969970703125,402878,605.6650238037109,,,,,605.7693657328407,605.7454294285943,605.7557847329618,605.76691261113,605.7729663951169,605.7022354869639,56.30981658715814,,,,605.8216552734375,605.6683349609375,606.1033325195312,605.3866577148438,606.2566528320312
2024-12-04 15:40:00+00:00,606.1300048828125,606.219970703125,606.010009765625,606.0399780273438,625231,605.7325134277344,,,,,605.8495077661678,605.7803908335233,605.7720551742597,605.774102557104,605.776519016885,605.7350167359428,58.139336815807404,,,,606.0933227539062,605.8866577148438,606.2466430664062,605.7333374023438,606.4533081054688
2024-12-04 15:45:00+00:00,605.9400024414062,606.219970703125,605.719970703125,606.1199951171875,361010,605.7725143432617,,,,,605.8696176939986,605.7949009796945,605.7793572293531,605.7773877033279,605.7781457176266,605.7447676973549,57.34326435751687,,,,606.1199951171875,606.02001953125,606.22998046875,605.9100341796875,606.3299560546875
2024-12-04 15:50:00+00:00,605.7050170898438,605.989990234375,605.6799926757812,605.9400024414062,253162,605.8056411743164,,,,,605.8330397819642,605.7867297169809,605.7761250493744,605.7759546218729,605.7774180695889,605.7461511741822,50.320195761961784,,,,605.9599812825521,605.6999918619792,606.1999918619792,605.4599812825521,606.4599812825521
2024-12-04 15:55:00+00:00,606.22998046875,606.239990234375,605.7000732421875,605.8200073242188,514452,605.8893890380859,,,,,605.9212488234722,605.8270252398689,605.7958578936951,605.7849452327021,605.7819211780383,605.7637132258832,58.09398331137462,,,,605.7916666666666,605.5933430989583,605.903340657552,605.4816691080729,606.1016642252604
2024-12-04 16:00:00+00:00,606.3599853515625,606.427978515625,606.219970703125,606.219970703125,328149,605.9981231689453,,,,,606.0187458297145,605.8754761591138,605.820385174472,605.7963321657488,605.787673060362,605.7836384850891,55.36428487896153,,,,606.0566813151041,605.8733723958333,606.4132893880208,605.5167643229166,606.5965983072916
2024-12-04 16:05:00+00:00,606.27001953125,606.4000244140625,606.22998046875,606.3599853515625,279886,606.078125,,,,,606.0745844300557,605.9113437383988,605.8399344943319,605.8057121135805,605.792472527734,605.798531000241,57.571261795894536,605.8397583007812,606.3876417920004,605.291874809562,606.3359781901041,606.2439778645833,606.4519856770833,606.1279703776041,606.5439860026041
2024-12-04 16:10:00+00:00,606.3599853515625,606.4299926757812,606.260009765625,606.27001953125,881447,606.1293716430664,605.8645310174851,,,,606.1380068570572,605.9521293395956,605.8625454011681,605.8166878212634,605.7981194215035,605.8444490857976,66.74009979828008,605.8687561035156,606.4627769606637,605.2747352463674,606.3000081380209,606.1999918619792,606.3700358072917,606.1299641927084,606.4700520833334
2024-12-04 16:15:00+00:00,606.4534912109375,606.5,606.2899780273438,606.3599853515625,219442,606.1810607910156,605.8966006324405,,,,606.2081144912528,605.9977076915357,605.888238697245,605.8292977893758,605.8046405338363,605.8560257804381,67.6352084301875,605.9104370117187,606.5464302435181,605.2744437799194,606.3499959309896,606.269999186198,606.4399820963542,606.1800130208334,606.5199788411459
2024-12-04 16:20:00+00:00,606.3049926757812,606.5,606.280029296875,606.4400024414062,286027,606.2029342651367,605.9292253766741,,,,606.2296429767035,606.0256426901034,605.9063584354423,605.8387174900967,605.8096191621144,605.8690654901645,68.54876708025758,605.9411865234375,606.5916094189992,605.2907636278759,606.4144897460938,606.3289794921875,606.5390014648438,606.2044677734375,606.62451171875
2024-12-04 16:25:00+00:00,606.3300170898438,606.4000244140625,606.2918090820312,606.3107299804688,117837,606.2516860961914,605.9597022646949,,,,606.2519483351791,606.0533130900798,605.924778376938,605.8484461950421,605.8147972509475,605.8740226558778,67.21333842711346,605.9686859130859,606.6366885066302,605.3006833195416,606.3616739908854,606.2233479817708,606.4433186848958,606.1417032877604,606.5816446940104
2024-12-04 16:30:00+00:00,606.4000244140625,606.4299926757812,606.10009765625,606.3206787109375,161394,606.3385620117188,605.9892258417038,,,,606.2848541304866,606.084832301351,605.9454412481174,605.8593685360128,605.8206204067995,605.8802114160914,70.33944553590919,605.9846862792969,606.6787389840744,605.2906335745193,606.3406168619791,606.2812093098958,606.389424641927,606.2324015299479,606.4488321940104
2024-12-04 16:35:00+00:00,606.280029296875,606.469970703125,606.2000122070312,606.4000244140625,122244,606.3448181152344,605.9987502325149,,,,606.2837819452395,606.1025774827622,605.959988554585,605.8676984520694,605.8251916395367,605.8848538044537,64.66053631407962,606.0041870117187,606.7088747297651,605.2994992936724,606.3100382486979,606.1900838216145,606.5199788411458,605.9801432291666,606.6399332682291
2024-12-04 16:40:00+00:00,606.10498046875,606.22998046875,606.0599975585938,606.2200927734375,113615,606.3129425048828,606.0089867001489,,,,606.2440482837974,606.1027959360338,605.966292550853,605.872397105865,605.8279756079866,605.8872696938936,53.73965298848205,606.029931640625,606.7080409665996,605.3518223146505,606.3166707356771,606.1633707682292,606.433329264323,606.0467122395834,606.5866292317709
2024-12-04 16:45:00+00:00,606.3400268554688,606.3400268554688,606.0999755859375,606.1099853515625,134193,606.3216934204102,606.0446980794271,,,,606.2653768552799,606.1243623832551,605.9825418684451,605.8816571009068,605.8330706452749,605.891530006209,56.766875894725246,606.0659332275391,606.7286853887559,605.4031810663222,606.1316528320312,606.0333251953125,606.2033081054688,605.961669921875,606.3016357421875
2024-12-04 16:50:00+00:00,606.4099731445312,606.4650268554688,606.2249755859375,606.3250122070312,138399,606.3279418945312,606.0823160807291,,,,606.2975093640024,606.1503269979165,606.0011258369706,605.8921188047409,605.8388109686506,605.8970655468152,56.371718294207525,606.1144317626953,606.7241640570841,605.5046994683065,606.260009765625,606.1799926757812,606.4200439453125,606.0199584960938,606.5000610351562
2024-12-04 16:55:00+00:00,606.3499755859375,606.4387817382812,606.3201293945312,606.4099731445312,155125,606.3150024414062,606.1256481352307,,,,606.3091685244324,606.1684768695548,606.0162932173605,605.9011852756556,605.843897183748,605.9031570327184,59.91731876568729,606.1539306640625,606.7126518219341,605.5952095061909,606.3666585286459,606.268290201823,606.5083414713542,606.1266072591146,606.6067097981771
2024-12-04 17:00:00+00:00,606.3095092773438,606.369873046875,606.25,606.344970703125,159009,606.3155670166016,606.1613391694568,,,,606.3092442473015,606.1812979975356,606.0290417417076,605.9092708994515,605.8485301399032,605.9084598822969,66.1418606167286,606.1949005126953,606.6611924133508,605.7286086120398,606.36962890625,606.3004760742188,606.4191284179688,606.2509765625,606.48828125
2024-12-04 17:05:00+00:00,606.280029296875,606.389892578125,606.25,606.2999877929688,146633,606.3093185424805,606.1989542643229,,,,606.3027520360956,606.1902735702027,606.0399542441062,605.9166126498955,605.8528236638532,605.9131914061727,51.81737588652483,606.2274017333984,606.6112319862368,605.8435714805601,606.3097941080729,606.2497151692708,606.3695882161458,606.1899210611979,606.4296671549479
2024-12-04 17:10:00+00:00,606.3599853515625,606.3900146484375,606.2100219726562,606.25,147282,606.304313659668,606.2337152390253,,,,606.3154705506438,606.2057019139627,606.0538686400826,605.9253923073542,605.8578700488056,605.917989667142,50.0,606.247900390625,606.6126718307371,605.8831289505129,606.306640625,606.223388671875,606.36328125,606.166748046875,606.446533203125
2024-12-04 17:15:00+00:00,606.3300170898438,606.4000244140625,606.280029296875,606.364501953125,117550,606.3105621337891,606.2518107096354,,,,606.3187031149105,606.2170032935882,606.06587509442,605.9334046792846,605.8625680293135,605.9218944176436,52.367875897287654,606.26240234375,606.6152350242319,605.909569663268,606.3200073242188,606.25,606.4299926757812,606.1400146484375,606.5
2024-12-04 17:20:00+00:00,606.340087890625,606.3800048828125,606.02001953125,606.319580078125,386692,606.3399505615234,606.266101655506,,,,606.3234552872915,606.2281928024097,606.0777973899072,605.9414578121825,605.8673194707195,605.9315624493894,49.161867544220485,606.2729064941407,606.6216277642263,605.924185224055,606.3366902669271,606.2733561197917,606.3933512369792,606.2166951497396,606.4566853841146
2024-12-04 17:25:00+00:00,606.3499755859375,606.489990234375,606.2901000976562,606.3474731445312,293432,606.341194152832,606.2765764508929,,,,606.3293486869907,606.2392639645485,606.0896312245172,605.9495472730489,605.8721220191297,605.9413942808221,45.30921562119704,606.2934051513672,606.6060649219334,605.9807453808011,606.2467041015625,606.1134033203125,606.473388671875,605.88671875,606.606689453125
2024-12-04 17:30:00+00:00,606.090087890625,606.3499755859375,606.0700073242188,606.3499755859375,196133,606.3012084960938,606.2837233770462,,,,606.2761796211316,606.2257025032827,606.0896510795653,605.9523302555751,605.8742908337715,605.9447205813506,41.15459980907401,606.3126586914062,606.4915824029421,606.1337349798704,606.3766886393229,606.2633870442708,606.4632771809895,606.1767985026041,606.5765787760416
2024-12-04 17:35:00+00:00,606.1900024414062,606.239990234375,606.0399780273438,606.1199951171875,132222,606.2812118530273,606.3068179175967,,,,606.2570291367482,606.2224570431122,606.0940141822541,605.9570366354926,605.8774322428028,605.9467790732988,44.571699006152386,606.310659790039,606.4943036124323,606.1270159676458,606.1700236002604,605.9900716145833,606.270039876302,605.8900553385416,606.4499918619791
2024-12-04 17:40:00+00:00,606.1300048828125,606.1900024414062,605.9099731445312,606.1900024414062,144175,606.2587738037109,606.3020571754092,,,,606.2288015247625,606.2140523012667,606.0955789953218,605.960461749301,605.8799454033999,605.9481402063191,39.44958504244968,606.2991607666015,606.4979744258936,606.1003471073094,606.1566569010416,606.0733235677083,606.2733357747395,605.9566446940104,606.3566691080729
2024-12-04 17:45:00+00:00,606.3099975585938,606.3200073242188,606.0599975585938,606.1300048828125,135895,606.2625198364258,606.2996768043155,,,,606.2468450878362,606.2227745973873,606.104901541551,605.9673832504751,605.8842245293223,605.950897186646,51.118501981867055,606.3011596679687,606.4995431085737,606.1027762273637,606.07666015625,605.9633178710938,606.2433471679688,605.796630859375,606.356689453125
2024-12-04 17:50:00+00:00,606.4600219726562,606.5399780273438,606.280029296875,606.2999877929688,151439,606.2750244140625,606.3087245396206,,,,606.2942177289073,606.2443425405936,606.1203415602947,605.9771384726965,605.8899538571167,605.956027344868,63.503412414689635,606.3061614990235,606.5155301513179,606.096792846729,606.2300008138021,606.1399943033855,606.4000040690105,605.9699910481771,606.4900105794271
2024-12-04 17:55:00+00:00,606.4000244140625,606.52001953125,606.3699951171875,606.4600219726562,243437,606.2837753295898,606.3106311616443,,,,606.3177303256084,606.2584954381817,606.1325016843716,605.9855124517335,605.8950291860416,605.9641029708926,52.632424615714214,606.3034881591797,606.5061954267593,606.1007808916,606.4266764322916,606.3133748372395,606.5733235677083,606.1667277018229,606.6866251627604
2024-12-04 18:00:00+00:00,606.3499755859375,606.409912109375,606.27001953125,606.4000244140625,135171,606.2850112915039,606.3057018461682,,,,606.3248959390148,606.2668118152504,606.1419570713962,605.9927295434999,605.8995560158913,605.9676567164846,47.320795857181785,606.3057373046875,606.5095102778097,606.1019643315652,606.4300130208334,606.3400065104167,606.4900309244792,606.2799886067709,606.5800374348959
2024-12-04 18:05:00+00:00,606.2899780273438,606.3767700195312,606.260009765625,606.3400268554688,56767,606.2775115966797,606.3049868629092,,,,606.3171364030879,606.2689178345316,606.1483927651329,605.9986156520908,605.9034408120252,605.9689945860346,47.320795857181785,606.3037353515625,606.507290572189,606.100180130936,606.3433024088541,606.2766927083333,606.4165852864583,606.2034098307291,606.4831949869791
2024-12-04 18:10:00+00:00,606.27001953125,606.4500122070312,606.239990234375,606.2899780273438,80619,606.3000030517578,606.3021298363095,606.1019639756944,,,606.3066659871239,606.2690179887787,606.1536808853989,606.0039899863317,605.9070883614703,605.9709380576809,48.20367593980787,606.2972351074219,606.496092404452,606.0983778103918,606.3089192708334,606.2410685221355,606.3578287760417,606.1921590169271,606.4256795247396
2024-12-04 18:15:00+00:00,606.239990234375,606.3900146484375,606.2352294921875,606.2899780273438,196208,606.3062515258789,606.2945091610864,606.1121853298611,,,606.2918491531797,606.2663791020146,606.1574334657893,606.0086632585702,605.9104008179171,605.9751591889857,48.17959817959818,606.2952331542969,606.4956200674173,606.0948462411764,606.3200073242188,606.1900024414062,606.4000244140625,606.1099853515625,606.530029296875
2024-12-04 18:20:00+00:00,606.030517578125,606.2800903320312,606.030029296875,606.2498779296875,87442,606.293815612793,606.2826276506696,606.1213107638889,,,606.2337754698342,606.2449371452973,606.151915383717,606.0090960173733,605.911596009561,605.9759743679128,36.598808341608745,606.2915100097656,606.5088319207972,606.074188098734,606.2884114583334,606.1868082682292,606.3415934244792,606.1336263020834,606.4431966145834
2024-12-04 18:25:00+00:00,605.869873046875,606.0750122070312,605.8400268554688,606.0399780273438,209305,606.2388000488281,606.2714320591518,606.1253078884548,,,606.1529082647321,606.210840409077,606.1396526734195,606.0063391268683,605.9111808557034,605.9753115625874,33.081998114985865,606.2680023193359,606.5540676323753,605.9819370062964,606.1135457356771,605.947001139323,606.1970621744792,605.8634847005209,606.3636067708334
2024-12-04 18:30:00+00:00,605.364990234375,605.8599853515625,605.2000122070312,605.8599853515625,419537,606.101921081543,606.2250017438616,606.1160847981771,,,605.9778153690972,606.1339449386496,606.105971697809,605.9936391487992,605.9057461231529,605.9617461004302,23.713307884691318,606.2157531738281,606.7033647798478,605.7281415678085,605.9283040364584,605.7815958658855,606.016581217448,605.6933186848959,606.1632893880209
2024-12-04 18:35:00+00:00,605.6798706054688,605.6799926757812,605.25,605.3599853515625,352313,606.0119018554688,606.1902349562872,606.1071926540799,,,605.9116054216242,606.092665453815,606.0874455633594,605.9874259103174,605.903498605564,605.9522818133023,34.48636427864915,606.1822479248046,606.7204880510174,605.6440077985919,605.4749959309896,605.0900065104167,605.749979654948,604.8150227864584,606.1349690755209
2024-12-04 18:40:00+00:00,605.739990234375,605.8400268554688,605.52001953125,605.6599731445312,155133,605.9356536865234,606.1611880347842,606.1038587782118,,,605.8734687133467,606.0606040702295,606.0723388099253,605.982526193962,605.901871656597,605.9498328900789,41.068759342301945,606.1537719726563,606.7230310247472,605.5845129205653,605.53662109375,605.3932495117188,605.8232421875,605.1066284179688,605.9666137695312
2024-12-04 18:45:00+00:00,605.9349975585938,605.9600219726562,605.72998046875,605.72998046875,102338,605.8912811279297,606.1433541434152,606.1115234375,,,605.8871417900682,606.0491852964444,606.0663674511718,605.9815850328656,605.9022012675622,605.9493567188056,43.79566379566379,606.1365203857422,606.7105613456138,605.5624794258706,605.7000122070312,605.5599975585938,605.8800048828125,605.3800048828125,606.02001953125
2024-12-04 18:50:00+00:00,606.3201293945312,606.3599853515625,605.8800048828125,605.9310302734375,231722,605.8975448608398,606.145263671875,606.1270819769966,,,605.9833612577266,606.0738165780887,606.077400579144,605.9882888816114,605.9063597563878,605.9527278627999,53.99389696643331,606.1345275878906,606.7055710675594,605.5634841082218,605.875,605.7899780273438,606.02001953125,605.6449584960938,606.1050415039062
2024-12-04 18:55:00+00:00,605.9801025390625,606.530029296875,605.969970703125,606.3200073242188,496727,605.8650588989258,606.1271740141369,606.1390842013889,,,605.9826370980235,606.0652971199954,606.0731702295752,605.9881267758184,605.9070935154194,605.9588531425795,43.50657151781638,606.1170318603515,606.6842855500256,605.5497781706774,606.1867065429688,606.013427734375,606.493408203125,605.7067260742188,606.6666870117188
2024-12-04 19:00:00+00:00,606.2750244140625,606.3200073242188,605.77001953125,605.97998046875,263552,605.895622253418,606.1245553152902,606.154973687066,,,606.0476120571433,606.084363237638,606.081946498466,605.9938079171696,605.910754519386,605.961366431414,46.555133771281795,606.1137786865235,606.676373342273,605.5511840307739,606.1600341796875,605.7900390625,606.35009765625,605.5999755859375,606.7200927734375
2024-12-04 19:05:00+00:00,606.3380126953125,606.3800048828125,606.22998046875,606.2899780273438,129158,605.9541397094727,606.1244564964658,606.1738159179688,,,606.1121455322921,606.1074222792447,606.0930798113724,606.0006238533705,605.9150058445197,605.9640287968475,48.846555560601246,606.1131805419922,606.6747423315506,605.5516187524337,606.1216837565104,605.923360188802,606.4733479817708,605.5716959635416,606.6716715494791
2024-12-04 19:10:00+00:00,606.3499755859375,606.4099731445312,606.260009765625,606.2899780273438,112398,606.077262878418,606.1244564964658,606.1898152669271,,,606.1649966553243,606.1294725798531,606.1042491928752,606.007541709461,605.9193339016483,605.966469058472,50.0,606.1261749267578,606.6974305793924,605.5549192741232,606.3159993489584,606.2519938151042,606.4020182291667,606.1659749348959,606.4660237630209
2024-12-04 19:15:00+00:00,606.6199951171875,606.7000122070312,606.3400268554688,606.3599853515625,266307,606.1947784423828,606.1496901739212,606.2047037760417,,,606.2661074246273,606.1740655377926,606.1266729287149,606.019669499713,605.9263056550368,605.975357790433,55.7694359674769,606.1476745605469,606.759938967131,605.5354101539627,606.3399861653646,606.269999186198,606.4199625651042,606.1900227864584,606.4899495442709
2024-12-04 19:20:00+00:00,606.8200073242188,606.8599853515625,606.5599975585938,606.6099853515625,388822,606.3297805786133,606.1796904064361,606.2220377604167,,,606.3891962912032,606.2327875183768,606.1568179024325,606.0355177734656,605.935198208959,605.9920452116801,59.04555401634242,606.1821746826172,606.8640506631752,605.5002987020591,606.5533447265625,606.4066772460938,606.7666625976562,606.193359375,606.913330078125
2024-12-04 19:25:00+00:00,606.7800903320312,606.8599853515625,606.6300048828125,606.8200073242188,210881,606.435417175293,606.2106468563989,606.2364841037327,,,606.4760616336094,606.2825423196181,606.1839167037194,606.0502617845262,605.9436050957557,606.000913600088,58.85413539853115,606.205679321289,606.936742084309,605.4746165582691,606.7466634114584,606.6333414713542,606.933329264323,606.4466756184896,607.0466512044271
2024-12-04 19:30:00+00:00,606.9400024414062,606.9650268554688,606.6699829101562,606.780029296875,670761,606.5129013061523,606.2406470889136,606.2587063259549,,,606.5791595908977,606.3423114215988,606.2167899966623,606.0678804113951,605.953519497205,606.0314189497104,65.15592261844219,606.2296783447266,607.0246191666774,605.4347375227758,606.7566935221354,606.6534016927083,606.8833821614583,606.5267130533854,606.9866739908854
2024-12-04 19:35:00+00:00,606.989990234375,607.1300048828125,606.89501953125,606.9349975585938,516773,606.6391372680664,606.2658836728051,606.2872612847223,,,606.6704552894482,606.4011913136693,606.2504073983021,606.0861400118501,605.9638326388684,606.0573931923142,69.3807291006632,606.2591766357422,607.121648630975,605.3967046405094,606.8583374023438,606.7516479492188,607.0466918945312,606.5632934570312,607.1533813476562
2024-12-04 19:40:00+00:00,606.9400024414062,607.0599975585938,606.719970703125,606.9849853515625,345234,606.7222595214844,606.2915969122024,606.3030395507812,,,606.7303546565499,606.4501741434635,606.2803897914805,606.103048178772,605.973545771232,606.0722646187121,82.3427669014614,606.2886779785156,607.2030311258804,605.3743248311507,607.0050048828125,606.8800048828125,607.114990234375,606.77001953125,607.239990234375
2024-12-04 19:45:00+00:00,606.8800048828125,606.97998046875,606.8201293945312,606.9400024414062,319034,606.7900085449219,606.3168364025298,606.3145955403646,,,606.763610262386,606.4892496652225,606.3064600128428,606.1184334600401,605.9825652648797,606.0853402205043,77.5261080157908,606.3181793212891,607.270014911257,605.3663437313212,606.9066569010416,606.7533162434895,607.0933430989583,606.5666300455729,607.2466837565104
2024-12-04 19:50:00+00:00,606.7899780273438,606.9299926757812,606.6900024414062,606.880126953125,325751,606.8450088500977,606.3406459263393,606.3261501736112,,,606.76946976571,606.5165886072335,606.3274825352124,606.131731372264,605.9905992227151,606.0968275989213,73.75645593393543,606.3441772460938,607.3186097682199,605.3697447239676,606.8933715820312,606.8067626953125,606.9666137695312,606.7335205078125,607.05322265625
2024-12-04 19:55:00+00:00,606.915771484375,606.9500122070312,606.7899780273438,606.7899780273438,96493,606.8819808959961,606.3713960193452,606.3385009765625,,,606.8019812587468,606.5528779597009,606.3530603156108,606.1472569190383,605.9998049168611,606.1005465787564,72.9079348786816,606.3779663085937,607.3835554305855,605.372377186602,606.8033243815104,606.6766560872395,606.9166463216145,606.5633341471354,607.0433146158854
2024-12-04 20:00:00+00:00,607.0700073242188,607.0900268554688,606.8300170898438,606.9000244140625,193237,606.9132308959961,606.4109206426712,606.3522013346354,,,606.8615426066294,606.5998897201116,606.3842319246808,606.1655292042894,606.0104536970339,606.1089324562031,69.63247043783957,606.4299407958985,607.4668814622378,605.3930001295591,606.88525390625,606.8204956054688,606.9805297851562,606.7252197265625,607.0452880859375
2024-12-04 20:05:00+00:00,607.2949829101562,607.2949829101562,607.030029296875,607.0700073242188,539214,606.9775924682617,606.4711332775298,606.3742011176215,,,606.9578626740798,606.6630800101157,606.4238297936145,606.1878946242076,606.023235082239,606.136867319913,86.63152525080768,606.5011962890625,607.5714144971113,605.4309780810137,606.9966837565104,606.903340657552,607.163350423177,606.7366739908854,607.2566935221354
2024-12-04 20:10:00+00:00,607.2999877929688,607.52001953125,607.280029296875,607.4400024414062,733548,607.022590637207,606.5392339797247,606.3957560221354,,,607.0338904782774,606.7209807176476,606.4619236196734,606.2099162711138,606.035939089311,606.1780178470569,84.05597241938754,606.5979461669922,607.5820713410375,605.6138209929469,607.2066650390625,607.1183471679688,607.38330078125,606.9417114257812,607.4716186523438
2024-12-04 20:15:00+00:00,607.3499755859375,607.3798828125,607.27001953125,607.2999877929688,216391,607.0675888061523,606.6337570917038,606.4168660481771,,,607.1041316133129,606.7781620693104,606.5005345747284,606.2324917030905,606.0490140793272,606.1893097470207,83.91702806644301,606.6814514160156,607.6199394698782,605.7429633621531,607.3666788736979,607.2133382161458,607.4533284505208,607.1266886393229,607.6066691080729
2024-12-04 20:20:00+00:00,607.3200073242188,607.3800048828125,607.2689819335938,607.3599853515625,377507,607.1150894165039,606.7118588402158,606.4399766710069,,,607.1521039935142,606.8274207288474,606.5361638247063,606.2540266658851,606.0616607782813,606.208316948369,82.12394388971985,606.7604522705078,607.6286253032923,605.8922792377233,607.3332926432291,607.2867024739583,607.3965657552083,607.2234293619791,607.4431559244791
2024-12-04 20:25:00+00:00,607.3099975585938,607.4249877929688,607.280029296875,607.3200073242188,491797,607.1688385009766,606.78662109375,606.466754828559,,,607.1871914524207,606.8712913497335,606.5698087696578,606.2749369805923,606.074082039777,606.2324709112854,77.60414123162573,606.8292022705078,607.6378768537865,606.0205276872292,607.322998046875,607.2659912109375,607.3770141601562,607.2119750976562,607.4340209960938
2024-12-04 20:30:00+00:00,607.3798828125,607.3900146484375,607.1799926757812,607.3099975585938,656333,607.2425765991211,606.8554251534598,606.4898627387153,,,607.2300117546606,606.9175269372577,606.6050293802163,606.2968170960756,606.0870750822916,606.2625398377155,75.00136276914691,606.8821899414063,607.6892931779677,606.0750867048449,607.3383382161459,607.251688639323,607.3966471354167,607.1933797200521,607.4832967122396
2024-12-04 20:35:00+00:00,607.5999755859375,607.6799926757812,607.3201293945312,607.375,1365684,607.3281021118164,606.9163702101935,606.5163072374132,,,607.3122259393888,606.9795677235012,606.6482879108999,606.3226222146867,606.1021288186463,606.331877688886,81.53730572381087,606.96318359375,607.7121448926378,606.2142222948623,607.3166300455729,607.2432454427083,607.4532674153645,607.1066080729166,607.5266520182291
2024-12-04 20:40:00+00:00,607.625,607.6900024414062,607.5599975585938,607.5999755859375,859222,607.3974761962891,606.9946986607143,606.5446411132813,,,607.3817312861913,607.0382433850011,606.6907536539043,606.3484118738018,606.1172817657244,606.374793869258,79.39959134489443,607.0306823730468,607.761622009724,606.2997427363697,607.5333658854166,607.386739095052,607.746602376302,607.1735026041666,607.8932291666666
2024-12-04 20:45:00+00:00,607.780029296875,607.780029296875,607.47998046875,607.625,1997680,607.4581069946289,607.0663655598959,606.5773193359375,,,607.4702419552322,607.1056784678987,606.7381134644683,606.3767607336646,606.1338265172782,606.4682923405536,81.10342176086121,607.102783203125,607.8305128391634,606.3750535670866,607.625,607.5599975585938,607.6900024414062,607.4949951171875,607.7550048828125
